match_id,date,time,home_team,away_team,arena,home_goals,away_goals,status,round,season
SHL_68276131d745973fdd6d7b22,2026-01-24,17:00,Linköping HC,Luleå Hockey,Saab Arena,,,Scheduled,21,2024-2025
SHL_682705d9d745973fbe09bcd4,2026-01-27,18:00,Timrå IK,Malmö Redhawks,SCA Arena,,,Scheduled,22,2024-2025
SHL_682705d9d745973fdd6d6ffc,2026-01-29,18:00,Färjestad BK,Frölunda HC,Löfbergs Arena,,,Scheduled,22,2024-2025
SHL_682705d9d745973fdd6d6ffd,2026-01-29,18:00,Rögle BK,Djurgårdens IF,Catena Arena,,,Scheduled,22,2024-2025
SHL_682705d9d745979957144e40,2026-01-29,18:00,Örebro Hockey,HV71,Behrn Arena,,,Scheduled,22,2024-2025
SHL_682705d9d745973fdd6d6ffe,2026-01-29,18:00,Växjö Lakers,Brynäs IF,Vida Arena,,,Scheduled,22,2024-2025
SHL_68276131d745973fdd6d7b23,2026-01-29,18:00,Luleå Hockey,Malmö Redhawks,Coop Norrbotten Arena,,,Scheduled,22,2024-2025
SHL_682705d9d745979957144e3f,2026-01-29,18:00,Skellefteå AIK,Timrå IK,Skellefteå Kraft Arena,,,Scheduled,22,2024-2025
SHL_68276131d745973fdd6d7b24,2026-01-31,14:15,Frölunda HC,Linköping HC,Scandinavium,,,Scheduled,22,2024-2025
SHL_682705d9d745973fbe09bcd7,2026-01-31,14:15,Rögle BK,Timrå IK,Catena Arena,,,Scheduled,22,2024-2025
SHL_682705d9d745979957144e41,2026-01-31,14:15,Brynäs IF,Skellefteå AIK,Monitor ERP Arena,,,Scheduled,22,2024-2025
SHL_68276131d745973fdd6d7b25,2026-01-31,14:15,HV71,Luleå Hockey,Husqvarna Garden,,,Scheduled,22,2024-2025
SHL_682705d9d745973fdd6d6fff,2026-01-31,17:00,Örebro Hockey,Färjestad BK,Behrn Arena,,,Scheduled,22,2024-2025
SHL_682705d9d745979957144e42,2026-01-31,17:00,Växjö Lakers,Leksands IF,Vida Arena,,,Scheduled,22,2024-2025
SHL_682705d9d745973fdd6d7000,2026-01-31,17:00,Malmö Redhawks,Djurgårdens IF,Malmö Arena,,,Scheduled,22,2024-2025
SHL_68276131d745973fdd6d7b26,2026-02-05,18:00,Timrå IK,Linköping HC,SCA Arena,,,Scheduled,23,2024-2025
SHL_682705d9d745973fdd6d7001,2026-02-05,18:00,Djurgårdens IF,Färjestad BK,Hovet,,,Scheduled,23,2024-2025
SHL_68276131d745973fdd6d7b27,2026-02-05,18:00,Luleå Hockey,Örebro Hockey,Coop Norrbotten Arena,,,Scheduled,23,2024-2025
SHL_682705d9d745973fdd6d7002,2026-02-05,18:00,Växjö Lakers,Frölunda HC,Vida Arena,,,Scheduled,23,2024-2025
SHL_682705d9d745973fdd6d7003,2026-02-05,18:00,Malmö Redhawks,Rögle BK,Malmö Arena,,,Scheduled,23,2024-2025
SHL_682705d9d745973fdd6d7004,2026-02-05,18:00,Brynäs IF,Leksands IF,Monitor ERP Arena,,,Scheduled,23,2024-2025
SHL_682705d9d745979957144e43,2026-02-05,18:00,HV71,Skellefteå AIK,Husqvarna Garden,,,Scheduled,23,2024-2025
SHL_682705d9d745979957144e44,2026-02-07,14:15,Leksands IF,Timrå IK,Tegera Arena,,,Scheduled,23,2024-2025
SHL_682705d9d745979957144e45,2026-02-07,14:15,Malmö Redhawks,HV71,Malmö Arena,,,Scheduled,23,2024-2025
SHL_68276131d745973fdd6d7b28,2026-02-07,14:15,Djurgårdens IF,Linköping HC,Hovet,,,Scheduled,23,2024-2025
SHL_68276131d745973fdd6d7b29,2026-02-07,14:15,Luleå Hockey,Frölunda HC,Coop Norrbotten Arena,,,Scheduled,23,2024-2025
SHL_682705d9d745979957144e46,2026-02-07,17:00,Skellefteå AIK,Örebro Hockey,Skellefteå Kraft Arena,,,Scheduled,23,2024-2025
SHL_682705d9d745979957144e47,2026-02-07,17:00,Rögle BK,Växjö Lakers,Catena Arena,,,Scheduled,23,2024-2025
SHL_682705d9d745973fdd6d7005,2026-02-07,17:00,Brynäs IF,Färjestad BK,Monitor ERP Arena,,,Scheduled,23,2024-2025
SHL_682705d9d745979957144e48,2026-02-10,18:00,Frölunda HC,Växjö Lakers,Scandinavium,,,Scheduled,24,2024-2025
SHL_682705d9d745973fbe09bcd9,2026-02-19,18:00,Örebro Hockey,Frölunda HC,Behrn Arena,,,Scheduled,25,2024-2025
SHL_68276131d745973fdd6d7b2a,2026-02-19,18:00,Växjö Lakers,Luleå Hockey,Vida Arena,,,Scheduled,25,2024-2025
SHL_682705d9d745973fbe09bcd8,2026-02-19,18:00,Brynäs IF,Djurgårdens IF,Monitor ERP Arena,,,Scheduled,25,2024-2025
SHL_68276131d745973fdd6d7b2b,2026-02-19,18:00,Linköping HC,Färjestad BK,Saab Arena,,,Scheduled,25,2024-2025
SHL_682705d9d745973fbe09bcda,2026-02-19,18:00,Skellefteå AIK,Leksands IF,Skellefteå Kraft Arena,,,Scheduled,25,2024-2025
SHL_682705d9d745973fbe09bcdb,2026-02-19,18:00,Rögle BK,HV71,Catena Arena,,,Scheduled,25,2024-2025
SHL_682705d9d745973fdd6d7006,2026-02-19,18:00,Timrå IK,Malmö Redhawks,SCA Arena,,,Scheduled,25,2024-2025
SHL_682705d9d745973fd97dcb29,2026-02-21,14:15,HV71,Frölunda HC,Husqvarna Garden,,,Scheduled,25,2024-2025
SHL_682705d9d745973fd97dcb2a,2026-02-21,14:15,Växjö Lakers,Malmö Redhawks,Vida Arena,,,Scheduled,25,2024-2025
SHL_68276131d745973fdd6d7b2c,2026-02-21,14:15,Linköping HC,Rögle BK,Saab Arena,,,Scheduled,25,2024-2025
SHL_68276131d745973fdd6d7b2d,2026-02-21,14:15,Luleå Hockey,Brynäs IF,Coop Norrbotten Arena,,,Scheduled,25,2024-2025
SHL_682705d9d745973fbe09bcdc,2026-02-21,17:00,Skellefteå AIK,Färjestad BK,Skellefteå Kraft Arena,,,Scheduled,25,2024-2025
SHL_682705d9d745979957144e3e,2026-02-21,17:00,Timrå IK,Djurgårdens IF,SCA Arena,,,Scheduled,25,2024-2025
SHL_682705d9d745973fbe09bcdd,2026-02-21,17:00,Leksands IF,Örebro Hockey,Tegera Arena,,,Scheduled,25,2024-2025
SHL_68276131d745973fdd6d7b2e,2026-02-24,18:00,Linköping HC,Leksands IF,Saab Arena,,,Scheduled,26,2024-2025
SHL_682705d9d745973fd97dcb2b,2026-02-26,18:00,Djurgårdens IF,HV71,Hovet,,,Scheduled,26,2024-2025
SHL_682705d9d745973fbe09bcde,2026-02-26,18:00,Frölunda HC,Skellefteå AIK,Scandinavium,,,Scheduled,26,2024-2025
SHL_68276131d745973fdd6d7b2f,2026-02-26,18:00,Växjö Lakers,Linköping HC,Vida Arena,,,Scheduled,26,2024-2025
SHL_682705d9d745973fbe09bcdf,2026-02-26,18:00,Färjestad BK,Leksands IF,Löfbergs Arena,,,Scheduled,26,2024-2025
SHL_682705d9d745973fdd6d7007,2026-02-26,18:00,Brynäs IF,Rögle BK,Monitor ERP Arena,,,Scheduled,26,2024-2025
SHL_682705d9d745973fbe09bce0,2026-02-26,18:00,Malmö Redhawks,Örebro Hockey,Malmö Arena,,,Scheduled,26,2024-2025
SHL_68276131d745973fdd6d7b30,2026-02-26,18:00,Luleå Hockey,Timrå IK,Coop Norrbotten Arena,,,Scheduled,26,2024-2025
SHL_68276131d745973fdd6d7b31,2026-02-28,14:15,Linköping HC,Malmö Redhawks,Saab Arena,,,Scheduled,26,2024-2025
SHL_682705d9d745973fbe09bce1,2026-02-28,14:15,Djurgårdens IF,Leksands IF,Avicii Arena,,,Scheduled,26,2024-2025
SHL_682705d9d745973fd97dcb2c,2026-02-28,14:15,Brynäs IF,Frölunda HC,Monitor ERP Arena,,,Scheduled,26,2024-2025
SHL_682705d9d745973fbe09bce2,2026-02-28,14:15,Timrå IK,HV71,SCA Arena,,,Scheduled,26,2024-2025
SHL_682705d9d745973fdd6d7008,2026-02-28,14:15,Färjestad BK,Växjö Lakers,Löfbergs Arena,,,Scheduled,26,2024-2025
SHL_68276131d745973fdd6d7b32,2026-02-28,17:00,Luleå Hockey,Skellefteå AIK,Coop Norrbotten Arena,,,Scheduled,26,2024-2025
SHL_682705d9d745973fdd6d7009,2026-02-28,17:00,Rögle BK,Örebro Hockey,Catena Arena,,,Scheduled,26,2024-2025
SHL_682705d9d745973fd97dcb2e,2026-03-05,18:00,Malmö Redhawks,Färjestad BK,Malmö Arena,,,Scheduled,27,2024-2025
SHL_682705d9d745973fd97dcb2d,2026-03-05,18:00,Örebro Hockey,Djurgårdens IF,Behrn Arena,,,Scheduled,27,2024-2025
SHL_68276131d745973fdd6d7b33,2026-03-05,18:00,Leksands IF,Luleå Hockey,Tegera Arena,,,Scheduled,27,2024-2025
SHL_682705d9d745973fdd6d700a,2026-03-05,18:00,Växjö Lakers,Skellefteå AIK,Vida Arena,,,Scheduled,27,2024-2025
SHL_682705d9d745973fdd6d700b,2026-03-05,18:00,Frölunda HC,Rögle BK,Scandinavium,,,Scheduled,27,2024-2025
SHL_68276131d745973fdd6d7b34,2026-03-05,18:00,HV71,Linköping HC,Husqvarna Garden,,,Scheduled,27,2024-2025
SHL_682705d9d745973fdd6d700c,2026-03-05,18:00,Timrå IK,Brynäs IF,SCA Arena,,,Scheduled,27,2024-2025
SHL_682705d9d745973fbe09bce3,2026-03-07,14:15,Rögle BK,Färjestad BK,Catena Arena,,,Scheduled,27,2024-2025
SHL_68276131d745973fdd6d7b35,2026-03-07,14:15,Linköping HC,Brynäs IF,Saab Arena,,,Scheduled,27,2024-2025
SHL_682705d9d745973fdd6d700d,2026-03-07,14:15,Malmö Redhawks,Skellefteå AIK,Malmö Arena,,,Scheduled,27,2024-2025
SHL_682705d9d745973fdd6d700e,2026-03-07,14:15,Leksands IF,HV71,Tegera Arena,,,Scheduled,27,2024-2025
SHL_682705d9d745973fdd6d700f,2026-03-07,17:00,Frölunda HC,Timrå IK,Scandinavium,,,Scheduled,27,2024-2025
SHL_682705d9d745973fbe09bce4,2026-03-07,17:00,Växjö Lakers,Örebro Hockey,Vida Arena,,,Scheduled,27,2024-2025
SHL_68276131d745973fdd6d7b36,2026-03-07,17:00,Djurgårdens IF,Luleå Hockey,Hovet,,,Scheduled,27,2024-2025
SHL_68276131d745973fdd6d7b37,2026-03-10,18:00,Linköping HC,Luleå Hockey,Saab Arena,,,Scheduled,28,2024-2025
SHL_682705d9d745973fdd6d7012,2026-03-10,18:00,Leksands IF,Frölunda HC,Tegera Arena,,,Scheduled,28,2024-2025
SHL_682705d9d745979957144e49,2026-03-10,18:00,Örebro Hockey,Timrå IK,Behrn Arena,,,Scheduled,28,2024-2025
SHL_682705d9d745979957144e4a,2026-03-10,18:00,Skellefteå AIK,Rögle BK,Skellefteå Kraft Arena,,,Scheduled,28,2024-2025
SHL_682705d9d745973fdd6d7013,2026-03-10,18:00,Färjestad BK,HV71,Löfbergs Arena,,,Scheduled,28,2024-2025
SHL_682705d9d745973fdd6d7010,2026-03-10,18:00,Djurgårdens IF,Växjö Lakers,Hovet,,,Scheduled,28,2024-2025
SHL_682705d9d745973fdd6d7011,2026-03-10,18:00,Brynäs IF,Malmö Redhawks,Monitor ERP Arena,,,Scheduled,28,2024-2025
SHL_682705d9d745973fdd6d7014,2026-03-12,18:00,Frölunda HC,Djurgårdens IF,Scandinavium,,,Scheduled,28,2024-2025
SHL_68276131d745973fdd6d7b38,2026-03-12,18:00,Skellefteå AIK,Linköping HC,Skellefteå Kraft Arena,,,Scheduled,28,2024-2025
SHL_682705d9d745979957144e4b,2026-03-12,18:00,Örebro Hockey,Brynäs IF,Behrn Arena,,,Scheduled,28,2024-2025
SHL_682705d9d745973fbe09bce5,2026-03-12,18:00,HV71,Växjö Lakers,Husqvarna Garden,,,Scheduled,28,2024-2025
SHL_682705d9d745973fdd6d7015,2026-03-12,18:00,Malmö Redhawks,Leksands IF,Malmö Arena,,,Scheduled,28,2024-2025
SHL_68276131d745979950408cdd,2026-03-12,18:00,Luleå Hockey,Rögle BK,Coop Norrbotten Arena,,,Scheduled,28,2024-2025
SHL_682705d9d745973fbe09bce6,2026-03-12,18:00,Färjestad BK,Timrå IK,Löfbergs Arena,,,Scheduled,28,2024-2025
SHL_68276131d745979950408cde,2026-03-14,14:15,Luleå Hockey,Färjestad BK,Coop Norrbotten Arena,,,Scheduled,28,2024-2025
SHL_682705d9d745973fbe09bce8,2026-03-14,14:15,Timrå IK,Växjö Lakers,SCA Arena,,,Scheduled,28,2024-2025
SHL_682705d9d745973fbe09bce7,2026-03-14,14:15,Rögle BK,Leksands IF,Catena Arena,,,Scheduled,28,2024-2025
SHL_68276131d745979950408cdf,2026-03-14,14:15,Linköping HC,Örebro Hockey,Saab Arena,,,Scheduled,28,2024-2025
SHL_682705d9d745973fd97dcb2f,2026-03-14,14:15,Djurgårdens IF,Skellefteå AIK,Hovet,,,Scheduled,28,2024-2025
SHL_682705d9d745973fbe09bce9,2026-03-14,14:15,Brynäs IF,HV71,Monitor ERP Arena,,,Scheduled,28,2024-2025
SHL_682705d9d745979957144e4c,2026-03-14,14:15,Frölunda HC,Malmö Redhawks,Scandinavium,,,Scheduled,28,2024-2025
